,example_ids,all_SM_preds,all_SMA_preds,all_SM_probs,all_SMA_probs,all_labels
1024,1024,5,3,"[0.034191809594631195, 0.16754746437072754, 0.08703289180994034, 0.19753189384937286, 0.19756686687469482, 0.31612908840179443]","[0.08707449585199356, 0.20610737800598145, 0.23629753291606903, 0.2538611888885498, 0.13666321337223053, 0.07999619841575623]",4
1025,1025,5,5,"[0.015610793605446815, 0.14849743247032166, 0.08538740873336792, 0.21290777623653412, 0.2211287021636963, 0.31646788120269775]","[0.03544647619128227, 0.1991453766822815, 0.11807024478912354, 0.2009781152009964, 0.21759428083896637, 0.22876548767089844]",3
1026,1026,1,1,"[0.09049338102340698, 0.47252458333969116, 0.10494387894868851, 0.14850997924804688, 0.12524227797985077, 0.05828583240509033]","[0.0664789080619812, 0.38847407698631287, 0.12338518351316452, 0.19666458666324615, 0.17165742814540863, 0.05333985760807991]",2
1027,1027,3,3,"[0.08022475242614746, 0.13276995718479156, 0.1258699893951416, 0.2626543641090393, 0.22415825724601746, 0.17432262003421783]","[0.09491384774446487, 0.1642145812511444, 0.2003416121006012, 0.33739107847213745, 0.16038267314434052, 0.042756251990795135]",3
1028,1028,3,4,"[0.02152893878519535, 0.08824122697114944, 0.08189122378826141, 0.281990647315979, 0.2511547803878784, 0.2751932144165039]","[0.00961544644087553, 0.0841650739312172, 0.04393257200717926, 0.16156692802906036, 0.3535769283771515, 0.3471430540084839]",5
1029,1029,5,3,"[0.03711843118071556, 0.16622108221054077, 0.08816363662481308, 0.20461533963680267, 0.1899772733449936, 0.3139042258262634]","[0.05122030898928642, 0.2057112753391266, 0.14241646230220795, 0.24469821155071259, 0.21048448979854584, 0.14546926319599152]",2
1030,1030,1,1,"[0.024831106886267662, 0.26218274235725403, 0.1304977387189865, 0.21441902220249176, 0.1376636028289795, 0.2304057776927948]","[0.03371962904930115, 0.25192490220069885, 0.13240128755569458, 0.2052011638879776, 0.1840478628873825, 0.1927051544189453]",1
1031,1031,5,4,"[0.045327410101890564, 0.2203386276960373, 0.11727657914161682, 0.19960269331932068, 0.13227315247058868, 0.28518146276474]","[0.007570721674710512, 0.08824489265680313, 0.08292246609926224, 0.23864462971687317, 0.2963078022003174, 0.2863094210624695]",3
1032,1032,1,0,"[0.10404707491397858, 0.2792118787765503, 0.14600525796413422, 0.18357418477535248, 0.12634925544261932, 0.16081230342388153]","[0.33200210332870483, 0.2560325860977173, 0.10553684830665588, 0.09726601094007492, 0.08419705182313919, 0.12496540695428848]",0
1033,1033,4,3,"[0.00755941029638052, 0.08050358295440674, 0.05415532737970352, 0.23610113561153412, 0.32172471284866333, 0.2999558746814728]","[0.007167572155594826, 0.11330071091651917, 0.13204094767570496, 0.38448432087898254, 0.2500419020652771, 0.11296461522579193]",4
1034,1034,5,0,"[0.08128952980041504, 0.2040703296661377, 0.13556328415870667, 0.17829537391662598, 0.09946776926517487, 0.30131369829177856]","[0.42758268117904663, 0.3120562434196472, 0.12852832674980164, 0.07604247331619263, 0.02747604250907898, 0.028314238414168358]",3
1035,1035,5,1,"[0.0781659260392189, 0.19588111340999603, 0.1477990597486496, 0.18450477719306946, 0.15145434439182281, 0.2421947866678238]","[0.28199267387390137, 0.29239946603775024, 0.22548457980155945, 0.12371478974819183, 0.04976304620504379, 0.026645449921488762]",0
1036,1036,5,3,"[0.052166685461997986, 0.17017804086208344, 0.08200197666883469, 0.20375853776931763, 0.18803785741329193, 0.30385690927505493]","[0.14067192375659943, 0.1942342072725296, 0.2122710794210434, 0.25417035818099976, 0.1347671002149582, 0.06388537585735321]",1
1037,1037,5,2,"[0.03427543491125107, 0.1830979436635971, 0.09185097366571426, 0.16841427981853485, 0.2011341005563736, 0.3212272822856903]","[0.06074634939432144, 0.21360088884830475, 0.21695180237293243, 0.2031334638595581, 0.16507144272327423, 0.14049609005451202]",4
1038,1038,5,3,"[0.03696157783269882, 0.15214310586452484, 0.11843382567167282, 0.19448812305927277, 0.17681746184825897, 0.32115596532821655]","[0.01745602674782276, 0.10512007772922516, 0.24992325901985168, 0.3032136857509613, 0.20837636291980743, 0.1159106120467186]",4
1039,1039,5,4,"[0.004306470509618521, 0.07593370229005814, 0.04563247412443161, 0.2455405294895172, 0.2866048216819763, 0.34198200702667236]","[0.00740510830655694, 0.13507646322250366, 0.08357446640729904, 0.24905884265899658, 0.28931960463523865, 0.23556552827358246]",1
1040,1040,1,1,"[0.1983310580253601, 0.40146034955978394, 0.14913921058177948, 0.14012853801250458, 0.0711698979139328, 0.0397709459066391]","[0.15045525133609772, 0.3664742112159729, 0.20892269909381866, 0.17589910328388214, 0.08258708566427231, 0.015661610290408134]",4
1041,1041,5,3,"[0.03637229651212692, 0.1863284856081009, 0.07090847939252853, 0.16295652091503143, 0.17328199744224548, 0.37015220522880554]","[0.032774392515420914, 0.16558656096458435, 0.21511320769786835, 0.23737342655658722, 0.1751893013715744, 0.17396308481693268]",4
1042,1042,5,3,"[0.03943086043000221, 0.16363266110420227, 0.12541745603084564, 0.22047370672225952, 0.1636611819267273, 0.2873840928077698]","[0.050740741193294525, 0.17818236351013184, 0.18284140527248383, 0.2342136651277542, 0.18321341276168823, 0.17080843448638916]",2
1043,1043,1,1,"[0.15476477146148682, 0.4649866223335266, 0.12990517914295197, 0.12605847418308258, 0.07860410213470459, 0.04568086192011833]","[0.1298193633556366, 0.3243531882762909, 0.18155692517757416, 0.2336062788963318, 0.11122988164424896, 0.019434362649917603]",3
1044,1044,5,1,"[0.02066105045378208, 0.20019905269145966, 0.10841934382915497, 0.1577797681093216, 0.11200761049985886, 0.400933176279068]","[0.1445661187171936, 0.3271702229976654, 0.2205018252134323, 0.16368916630744934, 0.0681077316403389, 0.07596489787101746]",0
1045,1045,5,4,"[0.0238814577460289, 0.17157314717769623, 0.08791962265968323, 0.2082798182964325, 0.20264965295791626, 0.3056962788105011]","[0.009305267594754696, 0.12660281360149384, 0.0630626454949379, 0.21162953972816467, 0.31823793053627014, 0.2711617350578308]",1
1046,1046,5,1,"[0.035424504429101944, 0.24008922278881073, 0.10639811307191849, 0.17200376093387604, 0.1581571251153946, 0.2879273295402527]","[0.07640650868415833, 0.298942506313324, 0.17916791141033173, 0.20109623670578003, 0.13331177830696106, 0.1110750213265419]",2
1047,1047,0,0,"[0.36542046070098877, 0.22343024611473083, 0.12564237415790558, 0.11313779652118683, 0.060567278414964676, 0.11180183291435242]","[0.5472773313522339, 0.2471032291650772, 0.07065489143133163, 0.05885467678308487, 0.03199874237179756, 0.044111113995313644]",0
1048,1048,5,2,"[0.07587915658950806, 0.18035027384757996, 0.1287817806005478, 0.19712844491004944, 0.15777046978473663, 0.26008981466293335]","[0.12900769710540771, 0.22479334473609924, 0.2838844656944275, 0.21579734981060028, 0.10441027581691742, 0.04210684821009636]",2
1049,1049,1,1,"[0.06500072032213211, 0.2801227271556854, 0.12127954512834549, 0.16431641578674316, 0.11429321020841599, 0.2549873888492584]","[0.16308359801769257, 0.3659285604953766, 0.18728895485401154, 0.14478716254234314, 0.0703841894865036, 0.06852752715349197]",0
1050,1050,5,2,"[0.025108952075242996, 0.14654619991779327, 0.09004384279251099, 0.2063506692647934, 0.20697768032550812, 0.3249727189540863]","[0.08953531831502914, 0.2214631587266922, 0.24024483561515808, 0.21303369104862213, 0.13523299992084503, 0.1004900187253952]",4
1051,1051,5,5,"[0.01006015483289957, 0.1064629927277565, 0.08444296568632126, 0.2335473746061325, 0.26255419850349426, 0.3029322922229767]","[0.005850315093994141, 0.10641315579414368, 0.02746279537677765, 0.10268070548772812, 0.31283995509147644, 0.44475308060646057]",5
1052,1052,5,1,"[0.02153049223124981, 0.15582141280174255, 0.09346771240234375, 0.20533350110054016, 0.20413336157798767, 0.3197135031223297]","[0.06572211533784866, 0.2554798126220703, 0.1892467588186264, 0.21399003267288208, 0.15296043455600739, 0.12260083854198456]",4
1053,1053,1,1,"[0.18370667099952698, 0.5005345344543457, 0.08153579384088516, 0.10569151490926743, 0.09032881259918213, 0.0382026731967926]","[0.09599264711141586, 0.3585651218891144, 0.1163758933544159, 0.20198044180870056, 0.16796235740184784, 0.059123579412698746]",3
1054,1054,5,4,"[0.014545169658958912, 0.09139648824930191, 0.08734383434057236, 0.21821872889995575, 0.23181383311748505, 0.3566819131374359]","[0.006615295074880123, 0.10028157383203506, 0.08506514132022858, 0.23586663603782654, 0.325734943151474, 0.24643641710281372]",4
1055,1055,5,4,"[0.013985341414809227, 0.196130633354187, 0.0989014282822609, 0.17815813422203064, 0.14144545793533325, 0.371379017829895]","[0.0062509882263839245, 0.1136057898402214, 0.08500082045793533, 0.2547761797904968, 0.28698113560676575, 0.2533850371837616]",1
1056,1056,5,3,"[0.028369847685098648, 0.16071663796901703, 0.10695278644561768, 0.18723705410957336, 0.19982855021953583, 0.31689515709877014]","[0.038303423672914505, 0.20562168955802917, 0.20192284882068634, 0.3253459930419922, 0.17742414772510529, 0.05138187110424042]",3
1057,1057,5,1,"[0.02276512421667576, 0.16210204362869263, 0.10321280360221863, 0.2108742892742157, 0.19592764973640442, 0.30511805415153503]","[0.08442115038633347, 0.2963375449180603, 0.18938615918159485, 0.2215929627418518, 0.12894317507743835, 0.07931903004646301]",2
1058,1058,5,4,"[0.03937778249382973, 0.1211308166384697, 0.08401801437139511, 0.2555699050426483, 0.20411191880702972, 0.2957915663719177]","[0.01951655186712742, 0.17824703454971313, 0.09250975400209427, 0.24827931821346283, 0.25981059670448303, 0.20163673162460327]",3
1059,1059,5,1,"[0.026325101032853127, 0.17608898878097534, 0.09413687884807587, 0.19535253942012787, 0.17486192286014557, 0.33323460817337036]","[0.10608745366334915, 0.31471434235572815, 0.16431812942028046, 0.16774041950702667, 0.12603303790092468, 0.12110663205385208]",2
1060,1060,5,5,"[0.005368911661207676, 0.06122076138854027, 0.05163367837667465, 0.2284020036458969, 0.2620237171649933, 0.39135095477104187]","[0.016265422105789185, 0.16898612678050995, 0.10964387655258179, 0.21859194338321686, 0.21071377396583557, 0.27579885721206665]",3
1061,1061,1,1,"[0.1028381809592247, 0.4121866226196289, 0.12986621260643005, 0.19056789577007294, 0.1043415367603302, 0.0601995475590229]","[0.08585230261087418, 0.452003538608551, 0.10122175514698029, 0.14799819886684418, 0.13180305063724518, 0.08112109452486038]",3
1062,1062,5,3,"[0.019024014472961426, 0.18268680572509766, 0.09607335925102234, 0.1870446503162384, 0.19142401218414307, 0.3237472176551819]","[0.059301260858774185, 0.22014209628105164, 0.2059907764196396, 0.2324398159980774, 0.15785054862499237, 0.12427547574043274]",5
1063,1063,5,1,"[0.050830475986003876, 0.17434555292129517, 0.11607545614242554, 0.15985260903835297, 0.1499435007572174, 0.3489524722099304]","[0.1734747290611267, 0.31790852546691895, 0.1848609745502472, 0.1522580236196518, 0.10065245628356934, 0.07084525376558304]",0
1064,1064,5,4,"[0.023466095328330994, 0.1681961715221405, 0.09217426925897598, 0.1945890337228775, 0.2015867382287979, 0.3199876546859741]","[0.01303117722272873, 0.146873340010643, 0.07320571690797806, 0.1991296410560608, 0.29482147097587585, 0.27293869853019714]",3
1065,1065,5,4,"[0.011948741972446442, 0.13687001168727875, 0.07491523772478104, 0.20888668298721313, 0.2588993012905121, 0.3084799647331238]","[0.00909241009503603, 0.1410137265920639, 0.11021993309259415, 0.27115169167518616, 0.28594380617141724, 0.1825784295797348]",4
1066,1066,5,1,"[0.03508467227220535, 0.1334095150232315, 0.08280809968709946, 0.18934762477874756, 0.1748846173286438, 0.3844654858112335]","[0.044122934341430664, 0.22409391403198242, 0.17860141396522522, 0.21193203330039978, 0.16786637902259827, 0.17338334023952484]",5
1067,1067,5,4,"[0.003814275376498699, 0.08145704120397568, 0.03617597371339798, 0.26063302159309387, 0.29779016971588135, 0.32012951374053955]","[0.002793770283460617, 0.10739544779062271, 0.061663947999477386, 0.27748361229896545, 0.33684492111206055, 0.21381831169128418]",5
1068,1068,5,1,"[0.03828856721520424, 0.14893773198127747, 0.13278508186340332, 0.18826420605182648, 0.18073035776615143, 0.310994029045105]","[0.11349400132894516, 0.22839275002479553, 0.19905515015125275, 0.22606484591960907, 0.12325745075941086, 0.10973577201366425]",1
1069,1069,5,3,"[0.03266659379005432, 0.15700063109397888, 0.09524517506361008, 0.19460660219192505, 0.17240193486213684, 0.34807899594306946]","[0.04804493486881256, 0.21105089783668518, 0.2421514093875885, 0.27453187108039856, 0.15646852552890778, 0.06775234639644623]",3
1070,1070,5,2,"[0.04539896920323372, 0.19822822511196136, 0.11261598765850067, 0.19278176128864288, 0.15947037935256958, 0.29150471091270447]","[0.07952900230884552, 0.23760078847408295, 0.24156396090984344, 0.23158562183380127, 0.13077284395694733, 0.0789477676153183]",4
1071,1071,5,5,"[0.023441605269908905, 0.1341046839952469, 0.12022531032562256, 0.21350443363189697, 0.21780093014240265, 0.2909230589866638]","[0.08308780938386917, 0.23832301795482635, 0.09667864441871643, 0.14447765052318573, 0.1775309145450592, 0.25990191102027893]",3
1072,1072,5,4,"[0.019507838413119316, 0.19341738522052765, 0.0772133395075798, 0.17178286612033844, 0.19995619356632233, 0.3381223678588867]","[0.004965386353433132, 0.10868065059185028, 0.06425254046916962, 0.19501705467700958, 0.3228011131286621, 0.3042832016944885]",1
1073,1073,5,5,"[0.019742382690310478, 0.12673412263393402, 0.06228265166282654, 0.19299699366092682, 0.25785550475120544, 0.34038838744163513]","[0.0066159856505692005, 0.09879173338413239, 0.05608465522527695, 0.16910386085510254, 0.32771411538124084, 0.3416895866394043]",5
1074,1074,4,3,"[0.03280790150165558, 0.1501183658838272, 0.07976116240024567, 0.24927513301372528, 0.2700076103210449, 0.2180299013853073]","[0.041914261877536774, 0.19545051455497742, 0.1519588679075241, 0.282524436712265, 0.23615896701812744, 0.09199295192956924]",3
1075,1075,5,1,"[0.02303997054696083, 0.15907695889472961, 0.08316266536712646, 0.1929348260164261, 0.19285956025123596, 0.3489260673522949]","[0.07026945054531097, 0.2276315838098526, 0.17371606826782227, 0.22471848130226135, 0.15510396659374237, 0.14856037497520447]",2
1076,1076,5,3,"[0.0457414947450161, 0.17001529037952423, 0.09865948557853699, 0.2155054360628128, 0.16829971969127655, 0.30177855491638184]","[0.028371745720505714, 0.18132083117961884, 0.12493982166051865, 0.2390194684267044, 0.2353409230709076, 0.19100718200206757]",1
1077,1077,5,4,"[0.004466889891773462, 0.07580267637968063, 0.04589594900608063, 0.22868438065052032, 0.2920292913913727, 0.35312074422836304]","[0.002173827728256583, 0.10084038972854614, 0.044344253838062286, 0.184871107339859, 0.34881311655044556, 0.31895729899406433]",1
1078,1078,5,3,"[0.01057658065110445, 0.04977099969983101, 0.07575608789920807, 0.1868370920419693, 0.3267463445663452, 0.3503129482269287]","[0.01242735330015421, 0.08991825580596924, 0.16106626391410828, 0.3430059254169464, 0.2594861686229706, 0.13409599661827087]",5
1079,1079,5,1,"[0.026908570900559425, 0.1289515495300293, 0.09551133960485458, 0.21466566622257233, 0.21417073905467987, 0.31979212164878845]","[0.08437011390924454, 0.20417620241641998, 0.18563689291477203, 0.18587297201156616, 0.1833396852016449, 0.15660417079925537]",5
1080,1080,1,1,"[0.21048589050769806, 0.31315091252326965, 0.11646787822246552, 0.1210285872220993, 0.08859504759311676, 0.1502717286348343]","[0.246571883559227, 0.30719467997550964, 0.17964105308055878, 0.15415999293327332, 0.07858256250619888, 0.03384977951645851]",0
1081,1081,5,3,"[0.03280181437730789, 0.15811555087566376, 0.10112884640693665, 0.19684074819087982, 0.19402416050434113, 0.31708890199661255]","[0.07260442525148392, 0.2043699026107788, 0.17572762072086334, 0.23407508432865143, 0.1669730395078659, 0.146249920129776]",2
1082,1082,5,1,"[0.022109784185886383, 0.13636797666549683, 0.10019216686487198, 0.22001157701015472, 0.22491984069347382, 0.2963986098766327]","[0.0996178463101387, 0.29839837551116943, 0.13161778450012207, 0.1780126839876175, 0.15285727381706238, 0.1394960880279541]",5
1083,1083,5,2,"[0.04683714732527733, 0.16896365582942963, 0.11307833343744278, 0.2301931530237198, 0.16539935767650604, 0.2755283713340759]","[0.11079012602567673, 0.2510561943054199, 0.26819702982902527, 0.23431824147701263, 0.0977957621216774, 0.03784262016415596]",2
1084,1084,5,1,"[0.06313711404800415, 0.1952112913131714, 0.11453482508659363, 0.18339690566062927, 0.12989932298660278, 0.3138205409049988]","[0.08116625994443893, 0.2580485939979553, 0.21952182054519653, 0.23451972007751465, 0.12422167509794235, 0.082521952688694]",5
1085,1085,5,4,"[0.020836038514971733, 0.12502099573612213, 0.08865583688020706, 0.21519042551517487, 0.23631520569324493, 0.31398144364356995]","[0.007216539699584246, 0.11567499488592148, 0.057788457721471786, 0.21844610571861267, 0.3403690457344055, 0.2605048716068268]",3
1086,1086,1,1,"[0.10887309163808823, 0.4646728038787842, 0.11871928721666336, 0.12977856397628784, 0.11245733499526978, 0.0654989555478096]","[0.2819651961326599, 0.47025546431541443, 0.1152319461107254, 0.08895403891801834, 0.03576462343335152, 0.00782871711999178]",2
